Well Name,Field Name,Timestamp,Production_1D,Production_7D,Production Target,Average Cycle Time
Tango-2,Alpha 1,2024-02-27T00:00:00+00:00,39.21680559,27.61955954,35.01505999,8400
Tango-2,Alpha 1,2024-02-28T00:00:00+00:00,27.07520604,27.13015874,25.73015379,4944
Tango-2,Alpha 1,2024-02-29T00:00:00+00:00,14.49558783,26.32120126,14.49558783,null
Tango-3,Alpha 1,2024-02-01T00:00:00+00:00,18.26680064,27.34817348,18.26680064,7225
Tango-3,Alpha 1,2024-02-02T00:00:00+00:00,17.70039757,25.89703148,17.70039757,7230
Tango-3,Alpha 1,2024-02-03T00:00:00+00:00,19.61502973,24.43236236,19.61502973,7871
Tango-3,Alpha 1,2024-02-04T00:00:00+00:00,19.88043165,23.0230487,19.88043165,7887
Tango-3,Alpha 1,2024-02-05T00:00:00+00:00,19.69980049,21.42483516,19.69980049,8700
Tango-3,Alpha 1,2024-02-06T00:00:00+00:00,36.91775934,21.85354475,36.91775934,7882
Tango-3,Alpha 1,2024-02-07T00:00:00+00:00,24.96861076,21.75184846,24.96861076,7220
Tango-3,Alpha 1,2024-02-08T00:00:00+00:00,18.14166812,21.89881229,18.14166812,7216
Tango-3,Alpha 1,2024-02-09T00:00:00+00:00,18.75928688,21.96037307,18.75928688,7865
Tango-3,Alpha 1,2024-02-10T00:00:00+00:00,22.02559868,22.50102321,20.99645262,7882
Tango-3,Alpha 1,2024-02-11T00:00:00+00:00,23.69948634,23.01158028,23.48150896,7215
Tango-3,Alpha 1,2024-02-12T00:00:00+00:00,23.25109164,23.43291278,22.44623714,7220
Tango-3,Alpha 1,2024-02-13T00:00:00+00:00,19.38276943,23.3932839,18.32565502,8670
Tango-3,Alpha 1,2024-02-14T00:00:00+00:00,21.12381856,21.4190413,19.60783328,7215
Tango-3,Alpha 1,2024-02-15T00:00:00+00:00,21.91865126,21.03779636,20.57185485,7225
Tango-3,Alpha 1,2024-02-16T00:00:00+00:00,23.68768207,21.73104811,21.77196654,7220
Tango-3,Alpha 1,2024-02-17T00:00:00+00:00,21.43589528,22.06562416,19.14026896,7225
Tango-3,Alpha 1,2024-02-18T00:00:00+00:00,18.23038149,21.59122201,15.42271344,7220
Tango-3,Alpha 1,2024-02-19T00:00:00+00:00,18.5048817,20.94189643,16.85108565,7225
Tango-3,Alpha 1,2024-02-20T00:00:00+00:00,21.58063952,20.73308991,21.3485089,7225
Tango-3,Alpha 1,2024-02-21T00:00:00+00:00,18.55719459,20.62989306,16.93306451,7225
Tango-3,Alpha 1,2024-02-22T00:00:00+00:00,15.23639166,19.8939647,15.23639166,7223
Tango-3,Alpha 1,2024-02-23T00:00:00+00:00,23.07484738,20.03848921,23.07484738,7225
Tango-3,Alpha 1,2024-02-24T00:00:00+00:00,28.97604868,20.69953504,28.97604868,7225
Tango-3,Alpha 1,2024-02-25T00:00:00+00:00,24.49136702,21.08146901,24.49136702,7220
Tango-3,Alpha 1,2024-02-26T00:00:00+00:00,16.03451566,20.80698578,16.03451566,7230
Tango-3,Alpha 1,2024-02-27T00:00:00+00:00,11.96067715,19.98896021,11.96067715,7220
Tango-3,Alpha 1,2024-02-28T00:00:00+00:00,13.68071592,19.00146976,10.75956317,7225
Tango-3,Alpha 1,2024-02-29T00:00:00+00:00,18.81531278,19.03373453,18.81531278,7882
Tango-4,Alpha 1,2024-02-01T00:00:00+00:00,93.78384511,47.98847933,93.78384511,17130
Tango-4,Alpha 1,2024-02-02T00:00:00+00:00,64.78962755,53.56011811,64.78962755,17790
Tango-4,Alpha 1,2024-02-03T00:00:00+00:00,75.99509271,60.16861551,75.99509271,47910
Tango-4,Alpha 1,2024-02-04T00:00:00+00:00,57.7326924,63.22488266,57.7326924,19170
Tango-4,Alpha 1,2024-02-05T00:00:00+00:00,69.72644043,66.01058782,69.72644043,39860
Tango-4,Alpha 1,2024-02-06T00:00:00+00:00,71.07141256,70.20631224,71.07141256,41100
Tango-4,Alpha 1,2024-02-07T00:00:00+00:00,50.82916133,69.44649885,50.82916133,64170
Tango-4,Alpha 1,2024-02-08T00:00:00+00:00,39.10887347,65.37964319,39.10887347,58860
Tango-4,Alpha 1,2024-02-09T00:00:00+00:00,36.37588851,58.20364862,36.37588851,23400
Tango-4,Alpha 1,2024-02-10T00:00:00+00:00,94.96711191,61.97583416,94.96711191,29655
Tango-4,Alpha 1,2024-02-11T00:00:00+00:00,135.4023712,69.40174398,135.4023712,60420
Tango-4,Alpha 1,2024-02-12T00:00:00+00:00,52.91359154,68.79935637,52.91359154,18435
Tango-4,Alpha 1,2024-02-13T00:00:00+00:00,68.05899938,68.59092624,68.05899938,14930
Tango-4,Alpha 1,2024-02-14T00:00:00+00:00,80.363252,69.75240617,80.363252,23055
Tango-4,Alpha 1,2024-02-15T00:00:00+00:00,96.53065046,75.46509231,96.53065046,32385
Tango-4,Alpha 1,2024-02-16T00:00:00+00:00,74.42914899,79.88012675,-19.70715743,16720
Tango-4,Alpha 1,2024-02-17T00:00:00+00:00,133.3128595,91.99724813,133.3128595,17028
Tango-4,Alpha 1,2024-02-18T00:00:00+00:00,198.4571422,104.9335019,198.4571422,29790
Tango-4,Alpha 1,2024-02-19T00:00:00+00:00,106.8473186,101.3641203,106.8473186,null
Tango-4,Alpha 1,2024-02-20T00:00:00+00:00,233.0569092,123.8820351,233.0569092,null
Tango-4,Alpha 1,2024-02-21T00:00:00+00:00,638.5165024,195.1892229,638.5165024,null
Tango-4,Alpha 1,2024-02-22T00:00:00+00:00,517.2126942,249.7954032,517.2126942,null
Tango-4,Alpha 1,2024-02-23T00:00:00+00:00,94.22200584,249.5068226,94.22200584,null
Tango-4,Alpha 1,2024-02-24T00:00:00+00:00,0,240.203179,0,null
Tango-4,Alpha 1,2024-02-25T00:00:00+00:00,40.20575333,228.5647907,-37.59582545,59340
Tango-4,Alpha 1,2024-02-26T00:00:00+00:00,120.6927977,218.8442477,120.6927977,null
Tango-4,Alpha 1,2024-02-27T00:00:00+00:00,60.12589264,213.0040694,60.12589264,null
Tango-4,Alpha 1,2024-02-28T00:00:00+00:00,26.68513298,187.2075974,26.68513298,22900
Tango-4,Alpha 1,2024-02-29T00:00:00+00:00,75.53178438,116.8345076,75.53178438,25220
Tango-5,Alpha 1,2024-02-01T00:00:00+00:00,1435.815486,692.6909772,1435.815486,3630
Tango-5,Alpha 1,2024-02-02T00:00:00+00:00,777.9143875,775.3162929,777.9143875,21300
Tango-5,Alpha 1,2024-02-03T00:00:00+00:00,35.69622183,768.1915878,35.69622183,23100
Tango-5,Alpha 1,2024-02-04T00:00:00+00:00,33.26112819,762.2317523,33.26112819,28720
Tango-5,Alpha 1,2024-02-05T00:00:00+00:00,25.3374691,752.0127877,25.3374691,27620
Tango-5,Alpha 1,2024-02-06T00:00:00+00:00,28.4764603,704.2387292,22.68433044,27160
Tango-5,Alpha 1,2024-02-07T00:00:00+00:00,32.4783651,538.6447849,32.4783651,29400
Tango-5,Alpha 1,2024-02-08T00:00:00+00:00,25.58801356,299.3209414,25.58801356,29520
Tango-5,Alpha 1,2024-02-09T00:00:00+00:00,22.82621646,122.6972828,22.82621646,29580
Tango-5,Alpha 1,2024-02-10T00:00:00+00:00,19.46830765,27.89152277,19.46830765,26020
Tango-5,Alpha 1,2024-02-11T00:00:00+00:00,28.2736009,26.96369516,28.2736009,28725
Tango-5,Alpha 1,2024-02-12T00:00:00+00:00,31.97427185,26.80283812,31.97427185,26680
Tango-5,Alpha 1,2024-02-13T00:00:00+00:00,27.12616515,27.02642512,27.12616515,29880
Tango-5,Alpha 1,2024-02-14T00:00:00+00:00,27.26296123,26.87473774,27.26296123,28780
Tango-5,Alpha 1,2024-02-15T00:00:00+00:00,24.41979392,25.86741634,24.41979392,28280
Tango-5,Alpha 1,2024-02-16T00:00:00+00:00,23.71189253,25.63290121,23.71189253,28520
Tango-5,Alpha 1,2024-02-17T00:00:00+00:00,23.38622506,25.70290229,23.38622506,26740
Tango-5,Alpha 1,2024-02-18T00:00:00+00:00,23.43136104,26.19828396,23.43136104,27840
Tango-5,Alpha 1,2024-02-19T00:00:00+00:00,24.17812737,25.68634977,24.17812737,29100
Tango-5,Alpha 1,2024-02-20T00:00:00+00:00,24.20391321,24.71505494,24.20391321,28700
Tango-5,Alpha 1,2024-02-21T00:00:00+00:00,24.44690259,24.38014712,24.44690259,26120
Tango-5,Alpha 1,2024-02-22T00:00:00+00:00,23.61854339,23.92459489,23.61854339,29100
Tango-5,Alpha 1,2024-02-23T00:00:00+00:00,26.0759236,24.1316111,26.0759236,27860
Tango-5,Alpha 1,2024-02-24T00:00:00+00:00,29.59241079,24.86667588,29.59241079,28960
Tango-5,Alpha 1,2024-02-25T00:00:00+00:00,22.84991105,24.79963663,22.84991105,43020
Tango-5,Alpha 1,2024-02-26T00:00:00+00:00,23.94782742,24.86419493,23.94782742,23550
Tango-5,Alpha 1,2024-02-27T00:00:00+00:00,36.84276799,26.447275,36.84276799,21240
Tango-5,Alpha 1,2024-02-28T00:00:00+00:00,30.26147819,27.20447063,30.26147819,27100
Tango-5,Alpha 1,2024-02-29T00:00:00+00:00,26.422412,27.4514093,26.422412,23790
Tango-6,Alpha 1,2024-02-01T00:00:00+00:00,37.76567841,82.57202399,37.76567841,8024
Tango-6,Alpha 1,2024-02-02T00:00:00+00:00,36.05726067,49.92484293,36.05726067,8394
Tango-6,Alpha 1,2024-02-03T00:00:00+00:00,32.13272238,43.19766794,32.13272238,9216
Tango-6,Alpha 1,2024-02-04T00:00:00+00:00,32.08042971,44.98415828,32.08042971,8910
Tango-6,Alpha 1,2024-02-05T00:00:00+00:00,34.53636932,44.91705054,34.53636932,19395
Tango-6,Alpha 1,2024-02-06T00:00:00+00:00,42.25319099,46.20896244,42.25319099,6706
Tango-6,Alpha 1,2024-02-07T00:00:00+00:00,76.87515243,46.19498708,76.87515243,8388
Tango-6,Alpha 1,2024-02-08T00:00:00+00:00,37.22326696,41.11550886,37.22326696,23051
Tango-6,Alpha 1,2024-02-09T00:00:00+00:00,28.26601142,39.92805049,28.26601142,null
Tango-6,Alpha 1,2024-02-10T00:00:00+00:00,5.417834739,36.09812224,5.417834739,8820
Tango-6,Alpha 1,2024-02-11T00:00:00+00:00,18.5510265,34.40041026,18.5510265,5640
Tango-6,Alpha 1,2024-02-12T00:00:00+00:00,71.25141033,39.29678284,71.25141033,7642
Tango-6,Alpha 1,2024-02-13T00:00:00+00:00,75.53541597,44.42166367,75.53541597,8395
Tango-6,Alpha 1,2024-02-14T00:00:00+00:00,38.95407168,44.00927375,38.95407168,8508
Tango-6,Alpha 1,2024-02-15T00:00:00+00:00,34.96878036,38.77097724,29.94019963,8160
Tango-6,Alpha 1,2024-02-16T00:00:00+00:00,35.23894246,38.52293668,35.23894246,9373
Tango-6,Alpha 1,2024-02-17T00:00:00+00:00,32.71608321,39.07919566,32.71608321,8418
Tango-6,Alpha 1,2024-02-18T00:00:00+00:00,33.25154146,42.558409,33.25154146,8412
Tango-6,Alpha 1,2024-02-19T00:00:00+00:00,33.70249271,44.45234227,33.70249271,8438
Tango-6,Alpha 1,2024-02-20T00:00:00+00:00,33.58948096,39.7446011,33.58948096,9333
Tango-6,Alpha 1,2024-02-21T00:00:00+00:00,30.52305524,34.11805601,30.52305524,8442
Tango-6,Alpha 1,2024-02-22T00:00:00+00:00,30.44235619,33.05409157,30.44235619,8443
Tango-6,Alpha 1,2024-02-23T00:00:00+00:00,31.54682302,32.62634691,27.41988516,9400
Tango-6,Alpha 1,2024-02-24T00:00:00+00:00,27.69373181,31.68319557,27.69373181,53880
Tango-6,Alpha 1,2024-02-25T00:00:00+00:00,18.8954976,29.95562237,18.8954976,5695
Tango-6,Alpha 1,2024-02-26T00:00:00+00:00,42.90596223,31.16242497,42.90596223,9333
Tango-6,Alpha 1,2024-02-27T00:00:00+00:00,64.00203705,34.94986801,63.009488,8405
Tango-6,Alpha 1,2024-02-28T00:00:00+00:00,35.70382086,35.2141605,35.70382086,9300
Tango-6,Alpha 1,2024-02-29T00:00:00+00:00,32.6944232,35.4855815,32.6944232,8370
Tango-7,Alpha 1,2024-02-01T00:00:00+00:00,63.63647191,63.72355102,63.63647191,12943
Tango-7,Alpha 1,2024-02-02T00:00:00+00:00,72.74243959,65.98530668,72.74243959,10268
Tango-7,Alpha 1,2024-02-03T00:00:00+00:00,64.11699867,66.1184332,64.11699867,12285
Tango-7,Alpha 1,2024-02-04T00:00:00+00:00,55.8136975,64.95539816,55.8136975,8925
Tango-7,Alpha 1,2024-02-05T00:00:00+00:00,75.50272369,66.25134536,75.50272369,18528
Tango-7,Alpha 1,2024-02-06T00:00:00+00:00,38.18569231,61.73284604,38.18569231,11483
Tango-7,Alpha 1,2024-02-07T00:00:00+00:00,51.2343502,59.61530681,51.2343502,10313
Tango-7,Alpha 1,2024-02-08T00:00:00+00:00,64.79837941,60.75384416,64.79837941,8430
Tango-7,Alpha 1,2024-02-09T00:00:00+00:00,86.96705612,63.67016719,86.96705612,16920
Tango-7,Alpha 1,2024-02-10T00:00:00+00:00,64.25767024,62.60957102,64.25767024,10245
Tango-7,Alpha 1,2024-02-11T00:00:00+00:00,73.34986083,63.76367879,73.34986083,7435
Tango-7,Alpha 1,2024-02-12T00:00:00+00:00,61.45793152,64.46920804,61.45793152,10583
Tango-7,Alpha 1,2024-02-13T00:00:00+00:00,60.50895135,62.5949865,60.50895135,22035
Tango-7,Alpha 1,2024-02-14T00:00:00+00:00,66.14034414,66.08931798,66.14034414,6854
Tango-7,Alpha 1,2024-02-15T00:00:00+00:00,71.90321128,68.67292561,71.90321128,10193
Tango-7,Alpha 1,2024-02-16T00:00:00+00:00,58.64622831,67.90390672,58.64622831,10073
Tango-7,Alpha 1,2024-02-17T00:00:00+00:00,54.42574771,63.83624317,54.42574771,24165
Tango-7,Alpha 1,2024-02-18T00:00:00+00:00,63.76034037,63.77407694,63.76034037,9765
Tango-7,Alpha 1,2024-02-19T00:00:00+00:00,85.11189016,65.2443306,85.11189016,9013
Tango-7,Alpha 1,2024-02-20T00:00:00+00:00,82.89021206,67.92336567,82.89021206,12007
Tango-7,Alpha 1,2024-02-21T00:00:00+00:00,60.66652187,67.94306199,60.66652187,10174
Tango-7,Alpha 1,2024-02-22T00:00:00+00:00,55.90190283,66.66325682,55.90190283,9756
Tango-7,Alpha 1,2024-02-23T00:00:00+00:00,49.32937368,63.84152712,49.32937368,11280
Tango-7,Alpha 1,2024-02-24T00:00:00+00:00,59.14002704,63.90325196,59.14002704,11777
Tango-7,Alpha 1,2024-02-25T00:00:00+00:00,57.22097349,64.25265519,57.22097349,7380
Tango-7,Alpha 1,2024-02-26T00:00:00+00:00,68.78509935,64.88075006,68.78509935,11232
Tango-7,Alpha 1,2024-02-27T00:00:00+00:00,63.81938934,62.21918746,63.81938934,14616
Tango-7,Alpha 1,2024-02-28T00:00:00+00:00,56.87824043,58.967691,56.87824043,10013
Tango-7,Alpha 1,2024-02-29T00:00:00+00:00,68.18847338,59.90793494,68.18847338,9993
Tango-8,Alpha 1,2024-02-01T00:00:00+00:00,65.12422244,61.6349202,65.12422244,6865
Tango-8,Alpha 1,2024-02-02T00:00:00+00:00,52.71538162,62.52122869,52.71538162,9820
Tango-8,Alpha 1,2024-02-03T00:00:00+00:00,61.34293079,62.91975872,61.34293079,12086
Tango-8,Alpha 1,2024-02-04T00:00:00+00:00,47.72417593,58.62459383,47.72417593,14049
Tango-8,Alpha 1,2024-02-05T00:00:00+00:00,41.23183823,56.96710871,41.23183823,13174
Tango-8,Alpha 1,2024-02-06T00:00:00+00:00,40.75112454,54.2493461,40.75112454,13310
Tango-8,Alpha 1,2024-02-07T00:00:00+00:00,44.15706158,50.17496085,44.15706158,8413
Tango-8,Alpha 1,2024-02-08T00:00:00+00:00,47.81643209,50.1078959,47.81643209,8608
Tango-8,Alpha 1,2024-02-09T00:00:00+00:00,57.90302483,49.2052462,50.0505034,10900
Tango-8,Alpha 1,2024-02-10T00:00:00+00:00,71.40570084,51.5415361,71.40570084,11085
Tango-8,Alpha 1,2024-02-11T00:00:00+00:00,47.22886038,49.7772773,47.22886038,8663
Tango-8,Alpha 1,2024-02-12T00:00:00+00:00,47.20360724,49.71220622,47.20360724,12094
Tango-8,Alpha 1,2024-02-13T00:00:00+00:00,44.4939394,50.11996886,44.4939394,6900
Tango-8,Alpha 1,2024-02-14T00:00:00+00:00,47.21575848,50.92804811,47.21575848,13800
Tango-8,Alpha 1,2024-02-15T00:00:00+00:00,61.42643213,53.08671942,61.42643213,6433
Tango-8,Alpha 1,2024-02-16T00:00:00+00:00,90.51944637,58.42459621,90.51944637,9402
Tango-8,Alpha 1,2024-02-17T00:00:00+00:00,70.60210991,60.01198184,70.60210991,13560
Tango-8,Alpha 1,2024-02-18T00:00:00+00:00,41.03922828,56.21617277,41.03922828,9620
Tango-8,Alpha 1,2024-02-19T00:00:00+00:00,52.41958427,56.86501326,52.41958427,9253
Tango-8,Alpha 1,2024-02-20T00:00:00+00:00,46.81456614,56.81638312,46.81456614,12017
Tango-8,Alpha 1,2024-02-21T00:00:00+00:00,42.07215961,56.51366065,42.07215961,8765
Tango-8,Alpha 1,2024-02-22T00:00:00+00:00,54.09197378,57.37318756,54.09197378,6669
Tango-8,Alpha 1,2024-02-23T00:00:00+00:00,80.38839849,59.74343336,80.38839849,6623
Tango-8,Alpha 1,2024-02-24T00:00:00+00:00,70.5345658,57.24532328,70.5345658,18034
Tango-8,Alpha 1,2024-02-25T00:00:00+00:00,38.87595542,53.27955397,38.87595542,8985
Tango-8,Alpha 1,2024-02-26T00:00:00+00:00,56.59705226,55.22428197,56.59705226,4989
Tango-8,Alpha 1,2024-02-27T00:00:00+00:00,56.25724956,55.70399013,56.25724956,23472
Tango-8,Alpha 1,2024-02-28T00:00:00+00:00,47.16864649,55.74825018,38.52835108,8947
Tango-8,Alpha 1,2024-02-29T00:00:00+00:00,50.35514434,56.78362327,50.35514434,8655
Tango-9,Alpha 1,2024-02-01T00:00:00+00:00,70.27920628,74.41148889,70.27920628,7596
Tango-9,Alpha 1,2024-02-02T00:00:00+00:00,74.27569898,75.40047499,74.27569898,13149
Tango-9,Alpha 1,2024-02-03T00:00:00+00:00,70.20923567,74.51370714,70.20923567,7511
Tango-9,Alpha 1,2024-02-04T00:00:00+00:00,55.95248048,73.8241092,55.95248048,9173
Tango-9,Alpha 1,2024-02-05T00:00:00+00:00,50.60472107,69.57867849,50.60472107,8904
Tango-9,Alpha 1,2024-02-06T00:00:00+00:00,86.46226279,71.51623595,86.46226279,8706
Tango-9,Alpha 1,2024-02-07T00:00:00+00:00,67.63843346,69.58604328,67.63843346,11760
Tango-9,Alpha 1,2024-02-08T00:00:00+00:00,71.61809823,68.38001712,71.61809823,9975
Tango-9,Alpha 1,2024-02-09T00:00:00+00:00,57.33165661,66.76157341,57.33165661,9227
Tango-9,Alpha 1,2024-02-10T00:00:00+00:00,60.05913273,64.98450263,60.05913273,7075
Tango-9,Alpha 1,2024-02-11T00:00:00+00:00,83.63015683,66.66211778,83.63015683,14200
Tango-9,Alpha 1,2024-02-12T00:00:00+00:00,62.07496103,67.42742784,62.07496103,6880
Tango-9,Alpha 1,2024-02-13T00:00:00+00:00,77.92567809,70.84254747,77.92567809,10363
Tango-9,Alpha 1,2024-02-14T00:00:00+00:00,66.97968499,68.40722525,66.97968499,7080
Tango-9,Alpha 1,2024-02-15T00:00:00+00:00,72.14236291,68.97021643,72.14236291,14290
Tango-9,Alpha 1,2024-02-16T00:00:00+00:00,56.16222,67.03823165,56.16222,6877
Tango-9,Alpha 1,2024-02-17T00:00:00+00:00,74.47162724,69.18072798,74.47162724,8652
Tango-9,Alpha 1,2024-02-18T00:00:00+00:00,64.34484514,69.71644203,64.34484514,10513
Tango-9,Alpha 1,2024-02-19T00:00:00+00:00,85.62914324,69.96631533,85.62914324,7489
Tango-9,Alpha 1,2024-02-20T00:00:00+00:00,65.29681603,70.3690472,65.29681603,6545
Tango-9,Alpha 1,2024-02-21T00:00:00+00:00,72.85242367,69.7348904,72.85242367,10300
Tango-9,Alpha 1,2024-02-22T00:00:00+00:00,72.34992679,70.40617063,72.34992679,10836
Tango-9,Alpha 1,2024-02-23T00:00:00+00:00,61.18550952,69.03656395,61.18550952,10153
Tango-9,Alpha 1,2024-02-24T00:00:00+00:00,58.53788195,69.3335217,58.53788195,50940
Tango-9,Alpha 1,2024-02-25T00:00:00+00:00,22.35588423,62.81905382,14.30475305,7314
Tango-9,Alpha 1,2024-02-26T00:00:00+00:00,61.27810526,62.43571134,61.27810526,6148
Tango-9,Alpha 1,2024-02-27T00:00:00+00:00,54.7371194,58.57420836,54.7371194,9727
Tango-9,Alpha 1,2024-02-28T00:00:00+00:00,55.03099823,57.29098113,46.29701589,6485
Tango-9,Alpha 1,2024-02-29T00:00:00+00:00,94.15557003,59.95387443,86.58416975,8255
Tango-10,Alpha 1,2024-02-01T00:00:00+00:00,72.22905095,75.04726028,72.22905095,11138
Tango-10,Alpha 1,2024-02-02T00:00:00+00:00,75.90657552,75.77258698,75.90657552,11183
Tango-10,Alpha 1,2024-02-03T00:00:00+00:00,71.6801672,75.2539134,71.6801672,11880
Tango-10,Alpha 1,2024-02-04T00:00:00+00:00,76.62479846,74.0674156,76.62479846,11597
Tango-10,Alpha 1,2024-02-05T00:00:00+00:00,70.40622711,73.33529441,70.40622711,9787
Tango-10,Alpha 1,2024-02-06T00:00:00+00:00,85.53362687,75.27826571,85.53362687,9560
Tango-10,Alpha 1,2024-02-07T00:00:00+00:00,89.38462607,77.3226583,89.38462607,12105
Tango-10,Alpha 1,2024-02-08T00:00:00+00:00,70.56730675,76.54154737,70.56730675,12043
Tango-10,Alpha 1,2024-02-09T00:00:00+00:00,74.72213459,76.85318282,74.72213459,11417
Tango-10,Alpha 1,2024-02-10T00:00:00+00:00,82.37413375,77.6616276,82.37413375,11280
Tango-10,Alpha 1,2024-02-11T00:00:00+00:00,75.79881032,78.17645799,75.79881032,17292
Tango-10,Alpha 1,2024-02-12T00:00:00+00:00,52.17546455,75.12029125,52.17546455,19695
Tango-10,Alpha 1,2024-02-13T00:00:00+00:00,57.99840617,73.56931364,57.99840617,6214
Tango-10,Alpha 1,2024-02-14T00:00:00+00:00,113.6210311,77.08023917,113.6210311,13011
Tango-10,Alpha 1,2024-02-15T00:00:00+00:00,73.05888335,75.03952133,73.05888335,22185
Tango-10,Alpha 1,2024-02-16T00:00:00+00:00,47.29451879,72.13042283,47.29451879,13080
Tango-10,Alpha 1,2024-02-17T00:00:00+00:00,68.78829288,71.38869262,68.78829288,10223
Tango-10,Alpha 1,2024-02-18T00:00:00+00:00,85.48853811,71.77799316,85.48853811,9810
Tango-10,Alpha 1,2024-02-19T00:00:00+00:00,87.60439014,73.25369064,87.60439014,12098
Tango-10,Alpha 1,2024-02-20T00:00:00+00:00,74.87858121,76.09158022,74.87858121,13890
Tango-10,Alpha 1,2024-02-21T00:00:00+00:00,61.85163991,76.57323444,61.85163991,14000
Tango-10,Alpha 1,2024-02-22T00:00:00+00:00,65.63283475,70.57470989,65.63283475,12105
Tango-10,Alpha 1,2024-02-23T00:00:00+00:00,70.29524628,70.22925526,70.29524628,11460
Tango-10,Alpha 1,2024-02-24T00:00:00+00:00,67.80118537,72.79258858,67.80118537,10473
Tango-10,Alpha 1,2024-02-25T00:00:00+00:00,80.95598888,74.31355058,80.95598888,11049
Tango-10,Alpha 1,2024-02-26T00:00:00+00:00,77.87062518,73.36131147,77.87062518,14931
Tango-10,Alpha 1,2024-02-27T00:00:00+00:00,69.16567775,71.05647242,55.71579982,20715
Tango-10,Alpha 1,2024-02-28T00:00:00+00:00,62.87529182,69.55606124,62.87529182,12200
Tango-10,Alpha 1,2024-02-29T00:00:00+00:00,69.62192202,70.52734651,69.62192202,11175
Tango-11,Alpha 3,2024-02-01T00:00:00+00:00,201.0034027,195.857935,201.0034027,8073
Tango-11,Alpha 3,2024-02-02T00:00:00+00:00,225.7196045,199.4940109,225.7196045,8490
Tango-11,Alpha 3,2024-02-03T00:00:00+00:00,204.7946014,195.5583115,204.7946014,8345
Tango-11,Alpha 3,2024-02-04T00:00:00+00:00,197.264801,198.7702484,192.3395935,8920
Tango-11,Alpha 3,2024-02-05T00:00:00+00:00,197.264801,197.3589745,197.264801,7467
Tango-11,Alpha 3,2024-02-06T00:00:00+00:00,186.5269012,199.1637878,186.5269012,10416
Tango-11,Alpha 3,2024-02-07T00:00:00+00:00,202.9600067,208.5041142,202.9600067,11870
Tango-11,Alpha 3,2024-02-08T00:00:00+00:00,209.8056946,203.1674767,206.1737162,7598
Tango-11,Alpha 3,2024-02-09T00:00:00+00:00,219.5643005,205.4875889,219.5643005,9870
Tango-11,Alpha 3,2024-02-10T00:00:00+00:00,184.3054962,200.3108253,184.3054962,9193
Tango-11,Alpha 3,2024-02-11T00:00:00+00:00,212.6607056,201.2940884,212.6607056,8160
Tango-11,Alpha 3,2024-02-12T00:00:00+00:00,196.3162994,201.1755257,182.7572025,7325
